"level0","level1","Iwi(1) (total responses)(2) and iwi groupings","count"
"Te Aupōuri","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",1032
"Ngāti Kahu","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",963
"Ngāti Kurī","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",837
"Ngāpuhi","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",18171
"Ngāpuhi ki Whaingaroa-Ngāti Kahu ki Whaingaroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",243
"Te Rarawa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",1833
"Ngāi Takoto","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",87
"Ngāti Wai","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",807
"Ngāti Whātua","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",1653
"Te Kawerau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",21
"Te Uri-o-Hau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",120
"Te Roroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",156
"Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region, not further defined","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Hauraki-Waikato",234
"Ngāti Hako","Hauraki (Coromandel) Region","Hauraki-Waikato",579
"Ngāti Hei","Hauraki (Coromandel) Region","Hauraki-Waikato",171
"Ngāti Maru (Hauraki)(3)","Hauraki (Coromandel) Region","Hauraki-Waikato",1245
"Ngāti Paoa","Hauraki (Coromandel) Region","Hauraki-Waikato",1194
"Patukirikiri","Hauraki (Coromandel) Region","Hauraki-Waikato",30
"Ngāti Porou ki Harataunga ki Mataora","Hauraki (Coromandel) Region","Hauraki-Waikato",468
"Ngāti Pūkenga ki Waiau","Hauraki (Coromandel) Region","Hauraki-Waikato",228
"Ngāti Rāhiri Tumutumu","Hauraki (Coromandel) Region","Hauraki-Waikato",72
"Ngāi Tai (Hauraki)","Hauraki (Coromandel) Region","Hauraki-Waikato",129
"Ngāti Tamaterā","Hauraki (Coromandel) Region","Hauraki-Waikato",1131
"Ngāti Tara Tokanui","Hauraki (Coromandel) Region","Hauraki-Waikato",339
"Ngāti Whanaunga","Hauraki (Coromandel) Region","Hauraki-Waikato",225
"Hauraki (Coromandel) Region, not further defined","Hauraki (Coromandel) Region","Hauraki-Waikato",33
"Ngāti Haua (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Hauraki-Waikato",2649
"Ngāti Maniapoto","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Hauraki-Waikato",9024
"Ngāti Raukawa (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Hauraki-Waikato",2559
"Waikato","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Hauraki-Waikato",16074
"Waikato/Te Rohe Pōtae (Waikato/King Country) Region, not further defined","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Hauraki-Waikato",390
"Ngāti Pikiao (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",981
"Ngāti Rangiteaorere (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",42
"Ngāti Rangitihi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",291
"Ngāti Rangiwewehi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",267
"Tapuika (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",159
"Tarāwhai (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",12
"Tūhourangi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",180
"Uenuku-Kōpako (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",27
"Waitaha (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",81
"Ngāti Whakaue (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",762
"Ngāti Tūwharetoa","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",4119
"Ngāti Tahu-Ngāti Whaoa (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",156
"Te Arawa/Taupō (Rotorua/Taupō) Region, not further defined","Te Arawa/Taupō (Rotorua/Taupō) Region","Hauraki-Waikato",222
"Ngāti Pūkenga","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",330
"Ngaiterangi","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",1830
"Ngāti Ranginui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",1008
"Ngāti Awa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",1656
"Ngāti Manawa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",201
"Ngāi Tai (Tauranga Moana/Mātaatua)","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",261
"Tūhoe","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",3471
"Whakatōhea","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",1242
"Te Whānau-a-Apanui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",1410
"Ngāti Whare","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",84
"Tauranga Moana/Mātaatua (Bay of Plenty) Region, not further defined","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Hauraki-Waikato",36
"Ngāti Porou","Te Tai Rāwhiti (East Coast) Region","Hauraki-Waikato",7635
"Te Aitanga-a-Māhaki","Te Tai Rāwhiti (East Coast) Region","Hauraki-Waikato",435
"Rongowhakaata","Te Tai Rāwhiti (East Coast) Region","Hauraki-Waikato",345
"Ngāi Tāmanuhiri","Te Tai Rāwhiti (East Coast) Region","Hauraki-Waikato",117
"Te Tai Rāwhiti (East Coast) Region, not further defined","Te Tai Rāwhiti (East Coast) Region","Hauraki-Waikato",78
"Rongomaiwahine (Te Māhia)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",315
"Ngāti Kahungunu ki Te Wairoa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",1743
"Ngāti Kahungunu ki Heretaunga","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",786
"Ngāti Kahungunu ki Wairarapa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",705
"Ngāti Kahungunu, region unspecified","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",1557
"Rangitāne (Te Matau-a-Māui/Hawke's Bay/Wairarapa)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",135
"Ngāti Kahungunu ki Te Whanganui-a-Orotu","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",108
"Ngāti Kahungunu ki Tamatea","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",39
"Ngāti Kahungunu ki Tamakinui a Rua","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",21
"Ngāti Pāhauwera","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",150
"Ngāti Rākaipaaka","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",123
"Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region, not further defined","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Hauraki-Waikato",39
"Te Atiawa (Taranaki)","Taranaki (Taranaki) Region","Hauraki-Waikato",1200
"Ngāti Maru (Taranaki)","Taranaki (Taranaki) Region","Hauraki-Waikato",63
"Ngāti Mutunga (Taranaki)","Taranaki (Taranaki) Region","Hauraki-Waikato",204
"Ngā Rauru","Taranaki (Taranaki) Region","Hauraki-Waikato",249
"Ngā Ruahine","Taranaki (Taranaki) Region","Hauraki-Waikato",402
"Ngāti Ruanui","Taranaki (Taranaki) Region","Hauraki-Waikato",618
"Ngāti Tama (Taranaki)","Taranaki (Taranaki) Region","Hauraki-Waikato",114
"Taranaki","Taranaki (Taranaki) Region","Hauraki-Waikato",633
"Tangāhoe","Taranaki (Taranaki) Region","Hauraki-Waikato",15
"Pakakohi","Taranaki (Taranaki) Region","Hauraki-Waikato",39
"Taranaki (Taranaki) Region, not further defined","Taranaki (Taranaki) Region","Hauraki-Waikato",18
"Ngāti Apa (Rangitīkei)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Hauraki-Waikato",180
"Te Ati Haunui-a-Pāpārangi","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Hauraki-Waikato",849
"Ngāti Haua (Taumarunui)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Hauraki-Waikato",114
"Ngāti Hauiti","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Hauraki-Waikato",81
"Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region, not further defined","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Hauraki-Waikato",0
"Te Atiawa (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",120
"Muaūpoko","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",123
"Rangitāne (Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",72
"Ngāti Raukawa (Horowhenua/Manawatū)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",1074
"Ngāti Toarangatira (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",438
"Te Atiawa ki Whakarongotai","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",24
"Ngāti Tama ki Te Upoko o Te Ika (Te Whanganui-a-Tara/Wellington)","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",12
"Ngāti Kauwhata","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",87
"Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region, not further defined","Manawatū/Horowhenua/Te Whanganui-a-Tara(Manawatū/Horowhenua/Wellington) Region","Hauraki-Waikato",36
"Te Atiawa (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",129
"Ngāti Koata","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",261
"Ngāti Kuia","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",120
"Kāti Māmoe","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",126
"Moriori","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",39
"Ngāti Mutunga (Wharekauri/Chatham Islands)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",51
"Rangitāne (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",54
"Ngāti Rārua","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",81
"Ngāi Tahu / Kāi Tahu","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",3393
"Ngāti Tama (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",18
"Ngāti Toarangatira (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",36
"Waitaha (Te Waipounamu/South Island)","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",30
"Ngāti Apa ki Te Rā Tō","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",39
"Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region, not further defined","Te Waipounamu/Wharekauri (South Island/Chatham Islands) Region","Hauraki-Waikato",57
"Tainui","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",4035
"Te Arawa","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",2367
"Tākitimu","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",12
"Aotea","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",9
"Mātaatua","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",30
"Mahuru","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Māmari","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Ngātokimatawhaorua","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Nukutere","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Tokomaru","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",3
"Kurahaupō","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Muriwhenua","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",3
"Hauraki / Pare Hauraki","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",183
"Tūranganui a Kiwa","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",0
"Te Tauihu o Te Waka a Māui","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",3
"Tauranga Moana","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",66
"Horouta","Other Iwi not named, but waka or Iwi confederation known","Hauraki-Waikato",3
"Te Atiawa, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",303
"Ngāti Haua, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",474
"Ngāti Maru, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",303
"Ngāti Mutunga, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",48
"Rangitāne, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",87
"Ngāti Raukawa, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",909
"Ngāti Tama, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",36
"Ngāti Toa, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",153
"Waitaha, region unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",36
"Ngāti Apa, area unspecified","Iwi Named but Region Unspecified","Hauraki-Waikato",72
"Hapū affiliated to more than one iwi","Iwi Named but Region Unspecified","Hauraki-Waikato",828
"Don't know","Iwi Named but Region Unspecified","Hauraki-Waikato",16746
"Not elsewhere included(5)","Iwi Named but Region Unspecified","Hauraki-Waikato",3165
"Te Hiku(6)","Iwi groupings","Hauraki-Waikato",3999
"Hauraki(7)","Iwi groupings","Hauraki-Waikato",4977
"Ngāi Tahu Whānui(8)","Iwi groupings","Hauraki-Waikato",3441
"Ngāti Kahungunu(9)","Iwi groupings","Hauraki-Waikato",5007
"Ngāti Raukawa(10)","Iwi groupings","Hauraki-Waikato",4467
"Ngāti Tama(11)","Iwi groupings","Hauraki-Waikato",177
"Te Arawa(12)","Iwi groupings","Hauraki-Waikato",4866
"Te Atiawa(13)","Iwi groupings","Hauraki-Waikato",1737
"Tūranganui a Kiwa(14)","Iwi groupings","Hauraki-Waikato",804
"Waikato–Tainui(15)","Iwi groupings","Hauraki-Waikato",22038
"Ngāti Toarangatira(16)","Iwi groupings","Hauraki-Waikato",624
"Rangitāne(17)","Iwi groupings","Hauraki-Waikato",345
"Other iwi(18)","Iwi groupings","Hauraki-Waikato",46998
"Ngā Hotahota o te Whitau(19)","Iwi groupings","Hauraki-Waikato",16749
"Not elsewhere included(5)","Iwi groupings","Hauraki-Waikato",3165
"Te Aupōuri","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",288
"Ngāti Kahu","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",219
"Ngāti Kurī","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",186
"Ngāpuhi","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",6654
"Ngāpuhi ki Whaingaroa-Ngāti Kahu ki Whaingaroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",66
"Te Rarawa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",501
"Ngāi Takoto","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",18
"Ngāti Wai","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",222
"Ngāti Whātua","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",486
"Te Kawerau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",3
"Te Uri-o-Hau","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",45
"Te Roroa","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",30
"Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region, not further defined","Te Tai Tokerau/Tāmaki-makaurau (Northland/Auckland) Region","Ikaroa-Rāwhiti",81
"Ngāti Hako","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",72
"Ngāti Hei","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",30
"Ngāti Maru (Hauraki)(3)","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",228
"Ngāti Paoa","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",150
"Patukirikiri","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",0
"Ngāti Porou ki Harataunga ki Mataora","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",177
"Ngāti Pūkenga ki Waiau","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",24
"Ngāti Rāhiri Tumutumu","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",0
"Ngāi Tai (Hauraki)","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",24
"Ngāti Tamaterā","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",111
"Ngāti Tara Tokanui","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",27
"Ngāti Whanaunga","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",12
"Hauraki (Coromandel) Region, not further defined","Hauraki (Coromandel) Region","Ikaroa-Rāwhiti",9
"Ngāti Haua (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Ikaroa-Rāwhiti",270
"Ngāti Maniapoto","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Ikaroa-Rāwhiti",2241
"Ngāti Raukawa (Waikato)","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Ikaroa-Rāwhiti",762
"Waikato","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Ikaroa-Rāwhiti",2073
"Waikato/Te Rohe Pōtae (Waikato/King Country) Region, not further defined","Waikato/Te Rohe Pōtae (Waikato/King Country) Region","Ikaroa-Rāwhiti",48
"Ngāti Pikiao (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",555
"Ngāti Rangiteaorere (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",30
"Ngāti Rangitihi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",150
"Ngāti Rangiwewehi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",195
"Tapuika (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",75
"Tarāwhai (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",12
"Tūhourangi (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",162
"Uenuku-Kōpako (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",18
"Waitaha (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",51
"Ngāti Whakaue (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",492
"Ngāti Tūwharetoa","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",4197
"Ngāti Tahu-Ngāti Whaoa (Te Arawa)","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",117
"Te Arawa/Taupō (Rotorua/Taupō) Region, not further defined","Te Arawa/Taupō (Rotorua/Taupō) Region","Ikaroa-Rāwhiti",159
"Ngāti Pūkenga","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",81
"Ngaiterangi","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",717
"Ngāti Ranginui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",423
"Ngāti Awa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",1032
"Ngāti Manawa","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",198
"Ngāi Tai (Tauranga Moana/Mātaatua)","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",240
"Tūhoe","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",5955
"Whakatōhea","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",1323
"Te Whānau-a-Apanui","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",1845
"Ngāti Whare","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",141
"Tauranga Moana/Mātaatua (Bay of Plenty) Region, not further defined","Tauranga Moana/Mātaatua (Bay of Plenty) Region","Ikaroa-Rāwhiti",18
"Ngāti Porou","Te Tai Rāwhiti (East Coast) Region","Ikaroa-Rāwhiti",22287
"Te Aitanga-a-Māhaki","Te Tai Rāwhiti (East Coast) Region","Ikaroa-Rāwhiti",3342
"Rongowhakaata","Te Tai Rāwhiti (East Coast) Region","Ikaroa-Rāwhiti",2448
"Ngāi Tāmanuhiri","Te Tai Rāwhiti (East Coast) Region","Ikaroa-Rāwhiti",969
"Te Tai Rāwhiti (East Coast) Region, not further defined","Te Tai Rāwhiti (East Coast) Region","Ikaroa-Rāwhiti",291
"Rongomaiwahine (Te Māhia)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",2238
"Ngāti Kahungunu ki Te Wairoa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",8244
"Ngāti Kahungunu ki Heretaunga","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",5961
"Ngāti Kahungunu ki Wairarapa","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",3243
"Ngāti Kahungunu, region unspecified","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",7350
"Rangitāne (Te Matau-a-Māui/Hawke's Bay/Wairarapa)","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",1275
"Ngāti Kahungunu ki Te Whanganui-a-Orotu","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",960
"Ngāti Kahungunu ki Tamatea","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",375
"Ngāti Kahungunu ki Tamakinui a Rua","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",324
"Ngāti Pāhauwera","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",1251
"Ngāti Rākaipaaka","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",609
"Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region, not further defined","Te Matau-a-Māui/Wairarapa (Hawke's Bay/Wairarapa) Region","Ikaroa-Rāwhiti",108
"Te Atiawa (Taranaki)","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",1674
"Ngāti Maru (Taranaki)","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",102
"Ngāti Mutunga (Taranaki)","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",165
"Ngā Rauru","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",387
"Ngā Ruahine","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",414
"Ngāti Ruanui","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",696
"Ngāti Tama (Taranaki)","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",81
"Taranaki","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",606
"Tangāhoe","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",33
"Pakakohi","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",30
"Taranaki (Taranaki) Region, not further defined","Taranaki (Taranaki) Region","Ikaroa-Rāwhiti",15
"Ngāti Apa (Rangitīkei)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Ikaroa-Rāwhiti",318
"Te Ati Haunui-a-Pāpārangi","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Ikaroa-Rāwhiti",1119
"Ngāti Haua (Taumarunui)","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Ikaroa-Rāwhiti",84
"Ngāti Hauiti","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Ikaroa-Rāwhiti",135
"Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region, not further defined","Whanganui/Rangitīkei (Wanganui/Rangitīkei) Region","Ikaroa-Rāwhiti",3
