"level0","level1","level2","level3","Total personal income(1)","count"
"Female","85 Years And Over","Rimutaka","North Island general electorates","$60,001– $70,000",3
"Male","15–19 Years","Rodney","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Rodney","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Rodney","North Island general electorates","$60,001– $70,000",24
"Female","20–24 Years","Rodney","North Island general electorates","$60,001– $70,000",6
"Male","25–29 Years","Rodney","North Island general electorates","$60,001– $70,000",87
"Female","25–29 Years","Rodney","North Island general electorates","$60,001– $70,000",48
"Male","30–34 Years","Rodney","North Island general electorates","$60,001– $70,000",138
"Female","30–34 Years","Rodney","North Island general electorates","$60,001– $70,000",99
"Male","35–39 Years","Rodney","North Island general electorates","$60,001– $70,000",171
"Female","35–39 Years","Rodney","North Island general electorates","$60,001– $70,000",117
"Male","40–44 Years","Rodney","North Island general electorates","$60,001– $70,000",192
"Female","40–44 Years","Rodney","North Island general electorates","$60,001– $70,000",147
"Male","45–49 Years","Rodney","North Island general electorates","$60,001– $70,000",231
"Female","45–49 Years","Rodney","North Island general electorates","$60,001– $70,000",168
"Male","50–54 Years","Rodney","North Island general electorates","$60,001– $70,000",222
"Female","50–54 Years","Rodney","North Island general electorates","$60,001– $70,000",138
"Male","55–59 Years","Rodney","North Island general electorates","$60,001– $70,000",156
"Female","55–59 Years","Rodney","North Island general electorates","$60,001– $70,000",120
"Male","60–64 Years","Rodney","North Island general electorates","$60,001– $70,000",147
"Female","60–64 Years","Rodney","North Island general electorates","$60,001– $70,000",117
"Male","65–69 Years","Rodney","North Island general electorates","$60,001– $70,000",99
"Female","65–69 Years","Rodney","North Island general electorates","$60,001– $70,000",66
"Male","70–74 Years","Rodney","North Island general electorates","$60,001– $70,000",54
"Female","70–74 Years","Rodney","North Island general electorates","$60,001– $70,000",36
"Male","75–79 Years","Rodney","North Island general electorates","$60,001– $70,000",24
"Female","75–79 Years","Rodney","North Island general electorates","$60,001– $70,000",15
"Male","80–84 Years","Rodney","North Island general electorates","$60,001– $70,000",21
"Female","80–84 Years","Rodney","North Island general electorates","$60,001– $70,000",9
"Male","85 Years And Over","Rodney","North Island general electorates","$60,001– $70,000",12
"Female","85 Years And Over","Rodney","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Rongotai","North Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Rongotai","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Rongotai","North Island general electorates","$60,001– $70,000",33
"Female","20–24 Years","Rongotai","North Island general electorates","$60,001– $70,000",21
"Male","25–29 Years","Rongotai","North Island general electorates","$60,001– $70,000",219
"Female","25–29 Years","Rongotai","North Island general electorates","$60,001– $70,000",231
"Male","30–34 Years","Rongotai","North Island general electorates","$60,001– $70,000",216
"Female","30–34 Years","Rongotai","North Island general electorates","$60,001– $70,000",252
"Male","35–39 Years","Rongotai","North Island general electorates","$60,001– $70,000",180
"Female","35–39 Years","Rongotai","North Island general electorates","$60,001– $70,000",231
"Male","40–44 Years","Rongotai","North Island general electorates","$60,001– $70,000",159
"Female","40–44 Years","Rongotai","North Island general electorates","$60,001– $70,000",213
"Male","45–49 Years","Rongotai","North Island general electorates","$60,001– $70,000",123
"Female","45–49 Years","Rongotai","North Island general electorates","$60,001– $70,000",198
"Male","50–54 Years","Rongotai","North Island general electorates","$60,001– $70,000",153
"Female","50–54 Years","Rongotai","North Island general electorates","$60,001– $70,000",189
"Male","55–59 Years","Rongotai","North Island general electorates","$60,001– $70,000",105
"Female","55–59 Years","Rongotai","North Island general electorates","$60,001– $70,000",132
"Male","60–64 Years","Rongotai","North Island general electorates","$60,001– $70,000",90
"Female","60–64 Years","Rongotai","North Island general electorates","$60,001– $70,000",81
"Male","65–69 Years","Rongotai","North Island general electorates","$60,001– $70,000",45
"Female","65–69 Years","Rongotai","North Island general electorates","$60,001– $70,000",54
"Male","70–74 Years","Rongotai","North Island general electorates","$60,001– $70,000",27
"Female","70–74 Years","Rongotai","North Island general electorates","$60,001– $70,000",15
"Male","75–79 Years","Rongotai","North Island general electorates","$60,001– $70,000",12
"Female","75–79 Years","Rongotai","North Island general electorates","$60,001– $70,000",6
"Male","80–84 Years","Rongotai","North Island general electorates","$60,001– $70,000",12
"Female","80–84 Years","Rongotai","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Rongotai","North Island general electorates","$60,001– $70,000",6
"Female","85 Years And Over","Rongotai","North Island general electorates","$60,001– $70,000",3
"Male","15–19 Years","Rotorua","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Rotorua","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Rotorua","North Island general electorates","$60,001– $70,000",24
"Female","20–24 Years","Rotorua","North Island general electorates","$60,001– $70,000",6
"Male","25–29 Years","Rotorua","North Island general electorates","$60,001– $70,000",84
"Female","25–29 Years","Rotorua","North Island general electorates","$60,001– $70,000",48
"Male","30–34 Years","Rotorua","North Island general electorates","$60,001– $70,000",144
"Female","30–34 Years","Rotorua","North Island general electorates","$60,001– $70,000",99
"Male","35–39 Years","Rotorua","North Island general electorates","$60,001– $70,000",171
"Female","35–39 Years","Rotorua","North Island general electorates","$60,001– $70,000",135
"Male","40–44 Years","Rotorua","North Island general electorates","$60,001– $70,000",219
"Female","40–44 Years","Rotorua","North Island general electorates","$60,001– $70,000",156
"Male","45–49 Years","Rotorua","North Island general electorates","$60,001– $70,000",228
"Female","45–49 Years","Rotorua","North Island general electorates","$60,001– $70,000",183
"Male","50–54 Years","Rotorua","North Island general electorates","$60,001– $70,000",210
"Female","50–54 Years","Rotorua","North Island general electorates","$60,001– $70,000",171
"Male","55–59 Years","Rotorua","North Island general electorates","$60,001– $70,000",171
"Female","55–59 Years","Rotorua","North Island general electorates","$60,001– $70,000",147
"Male","60–64 Years","Rotorua","North Island general electorates","$60,001– $70,000",150
"Female","60–64 Years","Rotorua","North Island general electorates","$60,001– $70,000",99
"Male","65–69 Years","Rotorua","North Island general electorates","$60,001– $70,000",93
"Female","65–69 Years","Rotorua","North Island general electorates","$60,001– $70,000",51
"Male","70–74 Years","Rotorua","North Island general electorates","$60,001– $70,000",21
"Female","70–74 Years","Rotorua","North Island general electorates","$60,001– $70,000",15
"Male","75–79 Years","Rotorua","North Island general electorates","$60,001– $70,000",18
"Female","75–79 Years","Rotorua","North Island general electorates","$60,001– $70,000",12
"Male","80–84 Years","Rotorua","North Island general electorates","$60,001– $70,000",9
"Female","80–84 Years","Rotorua","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Rotorua","North Island general electorates","$60,001– $70,000",3
"Female","85 Years And Over","Rotorua","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Tamaki","North Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Tamaki","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Tamaki","North Island general electorates","$60,001– $70,000",24
"Female","20–24 Years","Tamaki","North Island general electorates","$60,001– $70,000",21
"Male","25–29 Years","Tamaki","North Island general electorates","$60,001– $70,000",132
"Female","25–29 Years","Tamaki","North Island general electorates","$60,001– $70,000",114
"Male","30–34 Years","Tamaki","North Island general electorates","$60,001– $70,000",150
"Female","30–34 Years","Tamaki","North Island general electorates","$60,001– $70,000",174
"Male","35–39 Years","Tamaki","North Island general electorates","$60,001– $70,000",117
"Female","35–39 Years","Tamaki","North Island general electorates","$60,001– $70,000",153
"Male","40–44 Years","Tamaki","North Island general electorates","$60,001– $70,000",123
"Female","40–44 Years","Tamaki","North Island general electorates","$60,001– $70,000",156
"Male","45–49 Years","Tamaki","North Island general electorates","$60,001– $70,000",120
"Female","45–49 Years","Tamaki","North Island general electorates","$60,001– $70,000",177
"Male","50–54 Years","Tamaki","North Island general electorates","$60,001– $70,000",105
"Female","50–54 Years","Tamaki","North Island general electorates","$60,001– $70,000",180
"Male","55–59 Years","Tamaki","North Island general electorates","$60,001– $70,000",114
"Female","55–59 Years","Tamaki","North Island general electorates","$60,001– $70,000",156
"Male","60–64 Years","Tamaki","North Island general electorates","$60,001– $70,000",108
"Female","60–64 Years","Tamaki","North Island general electorates","$60,001– $70,000",147
"Male","65–69 Years","Tamaki","North Island general electorates","$60,001– $70,000",90
"Female","65–69 Years","Tamaki","North Island general electorates","$60,001– $70,000",96
"Male","70–74 Years","Tamaki","North Island general electorates","$60,001– $70,000",45
"Female","70–74 Years","Tamaki","North Island general electorates","$60,001– $70,000",51
"Male","75–79 Years","Tamaki","North Island general electorates","$60,001– $70,000",30
"Female","75–79 Years","Tamaki","North Island general electorates","$60,001– $70,000",30
"Male","80–84 Years","Tamaki","North Island general electorates","$60,001– $70,000",18
"Female","80–84 Years","Tamaki","North Island general electorates","$60,001– $70,000",21
"Male","85 Years And Over","Tamaki","North Island general electorates","$60,001– $70,000",9
"Female","85 Years And Over","Tamaki","North Island general electorates","$60,001– $70,000",21
"Male","15–19 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",42
"Female","20–24 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",6
"Male","25–29 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",120
"Female","25–29 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",63
"Male","30–34 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",171
"Female","30–34 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",87
"Male","35–39 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",186
"Female","35–39 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",123
"Male","40–44 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",237
"Female","40–44 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",159
"Male","45–49 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",237
"Female","45–49 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",165
"Male","50–54 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",246
"Female","50–54 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",153
"Male","55–59 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",183
"Female","55–59 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",123
"Male","60–64 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",135
"Female","60–64 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",90
"Male","65–69 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",105
"Female","65–69 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",39
"Male","70–74 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",33
"Female","70–74 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",24
"Male","75–79 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",15
"Female","75–79 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",3
"Male","80–84 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",9
"Female","80–84 Years","Taranaki-King Country","North Island general electorates","$60,001– $70,000",15
"Male","85 Years And Over","Taranaki-King Country","North Island general electorates","$60,001– $70,000",3
"Female","85 Years And Over","Taranaki-King Country","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Taupo","North Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Taupo","North Island general electorates","$60,001– $70,000",3
"Male","20–24 Years","Taupo","North Island general electorates","$60,001– $70,000",42
"Female","20–24 Years","Taupo","North Island general electorates","$60,001– $70,000",15
"Male","25–29 Years","Taupo","North Island general electorates","$60,001– $70,000",105
"Female","25–29 Years","Taupo","North Island general electorates","$60,001– $70,000",63
"Male","30–34 Years","Taupo","North Island general electorates","$60,001– $70,000",189
"Female","30–34 Years","Taupo","North Island general electorates","$60,001– $70,000",108
"Male","35–39 Years","Taupo","North Island general electorates","$60,001– $70,000",216
"Female","35–39 Years","Taupo","North Island general electorates","$60,001– $70,000",84
"Male","40–44 Years","Taupo","North Island general electorates","$60,001– $70,000",246
"Female","40–44 Years","Taupo","North Island general electorates","$60,001– $70,000",153
"Male","45–49 Years","Taupo","North Island general electorates","$60,001– $70,000",258
"Female","45–49 Years","Taupo","North Island general electorates","$60,001– $70,000",192
"Male","50–54 Years","Taupo","North Island general electorates","$60,001– $70,000",291
"Female","50–54 Years","Taupo","North Island general electorates","$60,001– $70,000",156
"Male","55–59 Years","Taupo","North Island general electorates","$60,001– $70,000",201
"Female","55–59 Years","Taupo","North Island general electorates","$60,001– $70,000",114
"Male","60–64 Years","Taupo","North Island general electorates","$60,001– $70,000",159
"Female","60–64 Years","Taupo","North Island general electorates","$60,001– $70,000",90
"Male","65–69 Years","Taupo","North Island general electorates","$60,001– $70,000",111
"Female","65–69 Years","Taupo","North Island general electorates","$60,001– $70,000",69
"Male","70–74 Years","Taupo","North Island general electorates","$60,001– $70,000",42
"Female","70–74 Years","Taupo","North Island general electorates","$60,001– $70,000",21
"Male","75–79 Years","Taupo","North Island general electorates","$60,001– $70,000",21
"Female","75–79 Years","Taupo","North Island general electorates","$60,001– $70,000",12
"Male","80–84 Years","Taupo","North Island general electorates","$60,001– $70,000",18
"Female","80–84 Years","Taupo","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Taupo","North Island general electorates","$60,001– $70,000",6
"Female","85 Years And Over","Taupo","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Tauranga","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Tauranga","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Tauranga","North Island general electorates","$60,001– $70,000",21
"Female","20–24 Years","Tauranga","North Island general electorates","$60,001– $70,000",9
"Male","25–29 Years","Tauranga","North Island general electorates","$60,001– $70,000",90
"Female","25–29 Years","Tauranga","North Island general electorates","$60,001– $70,000",57
"Male","30–34 Years","Tauranga","North Island general electorates","$60,001– $70,000",129
"Female","30–34 Years","Tauranga","North Island general electorates","$60,001– $70,000",90
"Male","35–39 Years","Tauranga","North Island general electorates","$60,001– $70,000",171
"Female","35–39 Years","Tauranga","North Island general electorates","$60,001– $70,000",102
"Male","40–44 Years","Tauranga","North Island general electorates","$60,001– $70,000",186
"Female","40–44 Years","Tauranga","North Island general electorates","$60,001– $70,000",144
"Male","45–49 Years","Tauranga","North Island general electorates","$60,001– $70,000",174
"Female","45–49 Years","Tauranga","North Island general electorates","$60,001– $70,000",144
"Male","50–54 Years","Tauranga","North Island general electorates","$60,001– $70,000",195
"Female","50–54 Years","Tauranga","North Island general electorates","$60,001– $70,000",144
"Male","55–59 Years","Tauranga","North Island general electorates","$60,001– $70,000",147
"Female","55–59 Years","Tauranga","North Island general electorates","$60,001– $70,000",120
"Male","60–64 Years","Tauranga","North Island general electorates","$60,001– $70,000",111
"Female","60–64 Years","Tauranga","North Island general electorates","$60,001– $70,000",90
"Male","65–69 Years","Tauranga","North Island general electorates","$60,001– $70,000",90
"Female","65–69 Years","Tauranga","North Island general electorates","$60,001– $70,000",45
"Male","70–74 Years","Tauranga","North Island general electorates","$60,001– $70,000",33
"Female","70–74 Years","Tauranga","North Island general electorates","$60,001– $70,000",27
"Male","75–79 Years","Tauranga","North Island general electorates","$60,001– $70,000",21
"Female","75–79 Years","Tauranga","North Island general electorates","$60,001– $70,000",12
"Male","80–84 Years","Tauranga","North Island general electorates","$60,001– $70,000",24
"Female","80–84 Years","Tauranga","North Island general electorates","$60,001– $70,000",24
"Male","85 Years And Over","Tauranga","North Island general electorates","$60,001– $70,000",15
"Female","85 Years And Over","Tauranga","North Island general electorates","$60,001– $70,000",9
"Male","15–19 Years","Te Atatu","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Te Atatu","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Te Atatu","North Island general electorates","$60,001– $70,000",33
"Female","20–24 Years","Te Atatu","North Island general electorates","$60,001– $70,000",9
"Male","25–29 Years","Te Atatu","North Island general electorates","$60,001– $70,000",132
"Female","25–29 Years","Te Atatu","North Island general electorates","$60,001– $70,000",108
"Male","30–34 Years","Te Atatu","North Island general electorates","$60,001– $70,000",216
"Female","30–34 Years","Te Atatu","North Island general electorates","$60,001– $70,000",168
"Male","35–39 Years","Te Atatu","North Island general electorates","$60,001– $70,000",228
"Female","35–39 Years","Te Atatu","North Island general electorates","$60,001– $70,000",168
"Male","40–44 Years","Te Atatu","North Island general electorates","$60,001– $70,000",234
"Female","40–44 Years","Te Atatu","North Island general electorates","$60,001– $70,000",171
"Male","45–49 Years","Te Atatu","North Island general electorates","$60,001– $70,000",207
"Female","45–49 Years","Te Atatu","North Island general electorates","$60,001– $70,000",156
"Male","50–54 Years","Te Atatu","North Island general electorates","$60,001– $70,000",180
"Female","50–54 Years","Te Atatu","North Island general electorates","$60,001– $70,000",129
"Male","55–59 Years","Te Atatu","North Island general electorates","$60,001– $70,000",120
"Female","55–59 Years","Te Atatu","North Island general electorates","$60,001– $70,000",117
"Male","60–64 Years","Te Atatu","North Island general electorates","$60,001– $70,000",96
"Female","60–64 Years","Te Atatu","North Island general electorates","$60,001– $70,000",84
"Male","65–69 Years","Te Atatu","North Island general electorates","$60,001– $70,000",51
"Female","65–69 Years","Te Atatu","North Island general electorates","$60,001– $70,000",36
"Male","70–74 Years","Te Atatu","North Island general electorates","$60,001– $70,000",21
"Female","70–74 Years","Te Atatu","North Island general electorates","$60,001– $70,000",12
"Male","75–79 Years","Te Atatu","North Island general electorates","$60,001– $70,000",12
"Female","75–79 Years","Te Atatu","North Island general electorates","$60,001– $70,000",6
"Male","80–84 Years","Te Atatu","North Island general electorates","$60,001– $70,000",6
"Female","80–84 Years","Te Atatu","North Island general electorates","$60,001– $70,000",0
"Male","85 Years And Over","Te Atatu","North Island general electorates","$60,001– $70,000",3
"Female","85 Years And Over","Te Atatu","North Island general electorates","$60,001– $70,000",3
"Male","15–19 Years","Tukituki","North Island general electorates","$60,001– $70,000",3
"Female","15–19 Years","Tukituki","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Tukituki","North Island general electorates","$60,001– $70,000",21
"Female","20–24 Years","Tukituki","North Island general electorates","$60,001– $70,000",3
"Male","25–29 Years","Tukituki","North Island general electorates","$60,001– $70,000",75
"Female","25–29 Years","Tukituki","North Island general electorates","$60,001– $70,000",45
"Male","30–34 Years","Tukituki","North Island general electorates","$60,001– $70,000",129
"Female","30–34 Years","Tukituki","North Island general electorates","$60,001– $70,000",60
"Male","35–39 Years","Tukituki","North Island general electorates","$60,001– $70,000",156
"Female","35–39 Years","Tukituki","North Island general electorates","$60,001– $70,000",87
"Male","40–44 Years","Tukituki","North Island general electorates","$60,001– $70,000",192
"Female","40–44 Years","Tukituki","North Island general electorates","$60,001– $70,000",138
"Male","45–49 Years","Tukituki","North Island general electorates","$60,001– $70,000",189
"Female","45–49 Years","Tukituki","North Island general electorates","$60,001– $70,000",126
"Male","50–54 Years","Tukituki","North Island general electorates","$60,001– $70,000",216
"Female","50–54 Years","Tukituki","North Island general electorates","$60,001– $70,000",153
"Male","55–59 Years","Tukituki","North Island general electorates","$60,001– $70,000",162
"Female","55–59 Years","Tukituki","North Island general electorates","$60,001– $70,000",138
"Male","60–64 Years","Tukituki","North Island general electorates","$60,001– $70,000",129
"Female","60–64 Years","Tukituki","North Island general electorates","$60,001– $70,000",90
"Male","65–69 Years","Tukituki","North Island general electorates","$60,001– $70,000",81
"Female","65–69 Years","Tukituki","North Island general electorates","$60,001– $70,000",57
"Male","70–74 Years","Tukituki","North Island general electorates","$60,001– $70,000",48
"Female","70–74 Years","Tukituki","North Island general electorates","$60,001– $70,000",21
"Male","75–79 Years","Tukituki","North Island general electorates","$60,001– $70,000",18
"Female","75–79 Years","Tukituki","North Island general electorates","$60,001– $70,000",6
"Male","80–84 Years","Tukituki","North Island general electorates","$60,001– $70,000",9
"Female","80–84 Years","Tukituki","North Island general electorates","$60,001– $70,000",6
"Male","85 Years And Over","Tukituki","North Island general electorates","$60,001– $70,000",3
"Female","85 Years And Over","Tukituki","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",33
"Female","20–24 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",15
"Male","25–29 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",210
"Female","25–29 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",123
"Male","30–34 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",264
"Female","30–34 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",195
"Male","35–39 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",234
"Female","35–39 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",180
"Male","40–44 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",222
"Female","40–44 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",183
"Male","45–49 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",201
"Female","45–49 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",159
"Male","50–54 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",195
"Female","50–54 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",171
"Male","55–59 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",138
"Female","55–59 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",117
"Male","60–64 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",105
"Female","60–64 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",66
"Male","65–69 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",75
"Female","65–69 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",42
"Male","70–74 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",18
"Female","70–74 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",9
"Male","75–79 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",9
"Female","75–79 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",3
"Male","80–84 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",6
"Female","80–84 Years","Upper Harbour","North Island general electorates","$60,001– $70,000",3
"Male","85 Years And Over","Upper Harbour","North Island general electorates","$60,001– $70,000",3
"Female","85 Years And Over","Upper Harbour","North Island general electorates","$60,001– $70,000",0
"Male","15–19 Years","Waikato","North Island general electorates","$60,001– $70,000",6
"Female","15–19 Years","Waikato","North Island general electorates","$60,001– $70,000",3
"Male","20–24 Years","Waikato","North Island general electorates","$60,001– $70,000",54
"Female","20–24 Years","Waikato","North Island general electorates","$60,001– $70,000",12
"Male","25–29 Years","Waikato","North Island general electorates","$60,001– $70,000",126
"Female","25–29 Years","Waikato","North Island general electorates","$60,001– $70,000",60
"Male","30–34 Years","Waikato","North Island general electorates","$60,001– $70,000",171
"Female","30–34 Years","Waikato","North Island general electorates","$60,001– $70,000",84
"Male","35–39 Years","Waikato","North Island general electorates","$60,001– $70,000",192
"Female","35–39 Years","Waikato","North Island general electorates","$60,001– $70,000",114
"Male","40–44 Years","Waikato","North Island general electorates","$60,001– $70,000",258
"Female","40–44 Years","Waikato","North Island general electorates","$60,001– $70,000",156
"Male","45–49 Years","Waikato","North Island general electorates","$60,001– $70,000",255
"Female","45–49 Years","Waikato","North Island general electorates","$60,001– $70,000",162
"Male","50–54 Years","Waikato","North Island general electorates","$60,001– $70,000",255
"Female","50–54 Years","Waikato","North Island general electorates","$60,001– $70,000",171
"Male","55–59 Years","Waikato","North Island general electorates","$60,001– $70,000",183
"Female","55–59 Years","Waikato","North Island general electorates","$60,001– $70,000",126
"Male","60–64 Years","Waikato","North Island general electorates","$60,001– $70,000",141
"Female","60–64 Years","Waikato","North Island general electorates","$60,001– $70,000",72
"Male","65–69 Years","Waikato","North Island general electorates","$60,001– $70,000",96
"Female","65–69 Years","Waikato","North Island general electorates","$60,001– $70,000",57
"Male","70–74 Years","Waikato","North Island general electorates","$60,001– $70,000",51
"Female","70–74 Years","Waikato","North Island general electorates","$60,001– $70,000",27
"Male","75–79 Years","Waikato","North Island general electorates","$60,001– $70,000",15
"Female","75–79 Years","Waikato","North Island general electorates","$60,001– $70,000",18
"Male","80–84 Years","Waikato","North Island general electorates","$60,001– $70,000",12
"Female","80–84 Years","Waikato","North Island general electorates","$60,001– $70,000",9
"Male","85 Years And Over","Waikato","North Island general electorates","$60,001– $70,000",6
"Female","85 Years And Over","Waikato","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Wairarapa","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Wairarapa","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Wairarapa","North Island general electorates","$60,001– $70,000",15
"Female","20–24 Years","Wairarapa","North Island general electorates","$60,001– $70,000",6
"Male","25–29 Years","Wairarapa","North Island general electorates","$60,001– $70,000",78
"Female","25–29 Years","Wairarapa","North Island general electorates","$60,001– $70,000",33
"Male","30–34 Years","Wairarapa","North Island general electorates","$60,001– $70,000",132
"Female","30–34 Years","Wairarapa","North Island general electorates","$60,001– $70,000",57
"Male","35–39 Years","Wairarapa","North Island general electorates","$60,001– $70,000",156
"Female","35–39 Years","Wairarapa","North Island general electorates","$60,001– $70,000",60
"Male","40–44 Years","Wairarapa","North Island general electorates","$60,001– $70,000",159
"Female","40–44 Years","Wairarapa","North Island general electorates","$60,001– $70,000",117
"Male","45–49 Years","Wairarapa","North Island general electorates","$60,001– $70,000",180
"Female","45–49 Years","Wairarapa","North Island general electorates","$60,001– $70,000",129
"Male","50–54 Years","Wairarapa","North Island general electorates","$60,001– $70,000",195
"Female","50–54 Years","Wairarapa","North Island general electorates","$60,001– $70,000",132
"Male","55–59 Years","Wairarapa","North Island general electorates","$60,001– $70,000",186
"Female","55–59 Years","Wairarapa","North Island general electorates","$60,001– $70,000",141
"Male","60–64 Years","Wairarapa","North Island general electorates","$60,001– $70,000",138
"Female","60–64 Years","Wairarapa","North Island general electorates","$60,001– $70,000",69
"Male","65–69 Years","Wairarapa","North Island general electorates","$60,001– $70,000",99
"Female","65–69 Years","Wairarapa","North Island general electorates","$60,001– $70,000",42
"Male","70–74 Years","Wairarapa","North Island general electorates","$60,001– $70,000",39
"Female","70–74 Years","Wairarapa","North Island general electorates","$60,001– $70,000",15
"Male","75–79 Years","Wairarapa","North Island general electorates","$60,001– $70,000",15
"Female","75–79 Years","Wairarapa","North Island general electorates","$60,001– $70,000",6
"Male","80–84 Years","Wairarapa","North Island general electorates","$60,001– $70,000",12
"Female","80–84 Years","Wairarapa","North Island general electorates","$60,001– $70,000",3
"Male","85 Years And Over","Wairarapa","North Island general electorates","$60,001– $70,000",9
"Female","85 Years And Over","Wairarapa","North Island general electorates","$60,001– $70,000",6
"Male","15–19 Years","Wellington Central","North Island general electorates","$60,001– $70,000",0
"Female","15–19 Years","Wellington Central","North Island general electorates","$60,001– $70,000",0
"Male","20–24 Years","Wellington Central","North Island general electorates","$60,001– $70,000",81
"Female","20–24 Years","Wellington Central","North Island general electorates","$60,001– $70,000",51
"Male","25–29 Years","Wellington Central","North Island general electorates","$60,001– $70,000",384
"Female","25–29 Years","Wellington Central","North Island general electorates","$60,001– $70,000",339
"Male","30–34 Years","Wellington Central","North Island general electorates","$60,001– $70,000",285
"Female","30–34 Years","Wellington Central","North Island general electorates","$60,001– $70,000",297
"Male","35–39 Years","Wellington Central","North Island general electorates","$60,001– $70,000",165
"Female","35–39 Years","Wellington Central","North Island general electorates","$60,001– $70,000",153
"Male","40–44 Years","Wellington Central","North Island general electorates","$60,001– $70,000",111
