"level0","level1","level2","level3","Years at usual residence","count"
"Male","30–34 Years","Kaikoura","South Island general electorates","30 Years or More",12
"Female","30–34 Years","Kaikoura","South Island general electorates","30 Years or More",15
"Male","35–39 Years","Kaikoura","South Island general electorates","30 Years or More",21
"Female","35–39 Years","Kaikoura","South Island general electorates","30 Years or More",6
"Male","40–44 Years","Kaikoura","South Island general electorates","30 Years or More",24
"Female","40–44 Years","Kaikoura","South Island general electorates","30 Years or More",9
"Male","45–49 Years","Kaikoura","South Island general electorates","30 Years or More",30
"Female","45–49 Years","Kaikoura","South Island general electorates","30 Years or More",18
"Male","50–54 Years","Kaikoura","South Island general electorates","30 Years or More",84
"Female","50–54 Years","Kaikoura","South Island general electorates","30 Years or More",63
"Male","55–59 Years","Kaikoura","South Island general electorates","30 Years or More",159
"Female","55–59 Years","Kaikoura","South Island general electorates","30 Years or More",153
"Male","60–64 Years","Kaikoura","South Island general electorates","30 Years or More",276
"Female","60–64 Years","Kaikoura","South Island general electorates","30 Years or More",282
"Male","65–69 Years","Kaikoura","South Island general electorates","30 Years or More",282
"Female","65–69 Years","Kaikoura","South Island general electorates","30 Years or More",276
"Male","70–74 Years","Kaikoura","South Island general electorates","30 Years or More",240
"Female","70–74 Years","Kaikoura","South Island general electorates","30 Years or More",240
"Male","75–79 Years","Kaikoura","South Island general electorates","30 Years or More",174
"Female","75–79 Years","Kaikoura","South Island general electorates","30 Years or More",138
"Male","80–84 Years","Kaikoura","South Island general electorates","30 Years or More",114
"Female","80–84 Years","Kaikoura","South Island general electorates","30 Years or More",135
"Male","85 Years And Over","Kaikoura","South Island general electorates","30 Years or More",102
"Female","85 Years And Over","Kaikoura","South Island general electorates","30 Years or More",150
"Male","0–4 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Nelson","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Nelson","South Island general electorates","30 Years or More",21
"Female","30–34 Years","Nelson","South Island general electorates","30 Years or More",0
"Male","35–39 Years","Nelson","South Island general electorates","30 Years or More",15
"Female","35–39 Years","Nelson","South Island general electorates","30 Years or More",9
"Male","40–44 Years","Nelson","South Island general electorates","30 Years or More",18
"Female","40–44 Years","Nelson","South Island general electorates","30 Years or More",6
"Male","45–49 Years","Nelson","South Island general electorates","30 Years or More",21
"Female","45–49 Years","Nelson","South Island general electorates","30 Years or More",6
"Male","50–54 Years","Nelson","South Island general electorates","30 Years or More",30
"Female","50–54 Years","Nelson","South Island general electorates","30 Years or More",39
"Male","55–59 Years","Nelson","South Island general electorates","30 Years or More",96
"Female","55–59 Years","Nelson","South Island general electorates","30 Years or More",144
"Male","60–64 Years","Nelson","South Island general electorates","30 Years or More",186
"Female","60–64 Years","Nelson","South Island general electorates","30 Years or More",222
"Male","65–69 Years","Nelson","South Island general electorates","30 Years or More",240
"Female","65–69 Years","Nelson","South Island general electorates","30 Years or More",231
"Male","70–74 Years","Nelson","South Island general electorates","30 Years or More",204
"Female","70–74 Years","Nelson","South Island general electorates","30 Years or More",216
"Male","75–79 Years","Nelson","South Island general electorates","30 Years or More",156
"Female","75–79 Years","Nelson","South Island general electorates","30 Years or More",174
"Male","80–84 Years","Nelson","South Island general electorates","30 Years or More",132
"Female","80–84 Years","Nelson","South Island general electorates","30 Years or More",153
"Male","85 Years And Over","Nelson","South Island general electorates","30 Years or More",111
"Female","85 Years And Over","Nelson","South Island general electorates","30 Years or More",141
"Male","0–4 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Port Hills","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Port Hills","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Port Hills","South Island general electorates","30 Years or More",15
"Female","30–34 Years","Port Hills","South Island general electorates","30 Years or More",18
"Male","35–39 Years","Port Hills","South Island general electorates","30 Years or More",27
"Female","35–39 Years","Port Hills","South Island general electorates","30 Years or More",12
"Male","40–44 Years","Port Hills","South Island general electorates","30 Years or More",18
"Female","40–44 Years","Port Hills","South Island general electorates","30 Years or More",12
"Male","45–49 Years","Port Hills","South Island general electorates","30 Years or More",18
"Female","45–49 Years","Port Hills","South Island general electorates","30 Years or More",12
"Male","50–54 Years","Port Hills","South Island general electorates","30 Years or More",42
"Female","50–54 Years","Port Hills","South Island general electorates","30 Years or More",60
"Male","55–59 Years","Port Hills","South Island general electorates","30 Years or More",120
"Female","55–59 Years","Port Hills","South Island general electorates","30 Years or More",147
"Male","60–64 Years","Port Hills","South Island general electorates","30 Years or More",240
"Female","60–64 Years","Port Hills","South Island general electorates","30 Years or More",306
"Male","65–69 Years","Port Hills","South Island general electorates","30 Years or More",300
"Female","65–69 Years","Port Hills","South Island general electorates","30 Years or More",294
"Male","70–74 Years","Port Hills","South Island general electorates","30 Years or More",258
"Female","70–74 Years","Port Hills","South Island general electorates","30 Years or More",279
"Male","75–79 Years","Port Hills","South Island general electorates","30 Years or More",207
"Female","75–79 Years","Port Hills","South Island general electorates","30 Years or More",234
"Male","80–84 Years","Port Hills","South Island general electorates","30 Years or More",156
"Female","80–84 Years","Port Hills","South Island general electorates","30 Years or More",180
"Male","85 Years And Over","Port Hills","South Island general electorates","30 Years or More",117
"Female","85 Years And Over","Port Hills","South Island general electorates","30 Years or More",165
"Male","0–4 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Rangitata","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Rangitata","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Rangitata","South Island general electorates","30 Years or More",18
"Female","30–34 Years","Rangitata","South Island general electorates","30 Years or More",3
"Male","35–39 Years","Rangitata","South Island general electorates","30 Years or More",18
"Female","35–39 Years","Rangitata","South Island general electorates","30 Years or More",12
"Male","40–44 Years","Rangitata","South Island general electorates","30 Years or More",18
"Female","40–44 Years","Rangitata","South Island general electorates","30 Years or More",9
"Male","45–49 Years","Rangitata","South Island general electorates","30 Years or More",39
"Female","45–49 Years","Rangitata","South Island general electorates","30 Years or More",15
"Male","50–54 Years","Rangitata","South Island general electorates","30 Years or More",93
"Female","50–54 Years","Rangitata","South Island general electorates","30 Years or More",69
"Male","55–59 Years","Rangitata","South Island general electorates","30 Years or More",180
"Female","55–59 Years","Rangitata","South Island general electorates","30 Years or More",213
"Male","60–64 Years","Rangitata","South Island general electorates","30 Years or More",315
"Female","60–64 Years","Rangitata","South Island general electorates","30 Years or More",336
"Male","65–69 Years","Rangitata","South Island general electorates","30 Years or More",324
"Female","65–69 Years","Rangitata","South Island general electorates","30 Years or More",303
"Male","70–74 Years","Rangitata","South Island general electorates","30 Years or More",294
"Female","70–74 Years","Rangitata","South Island general electorates","30 Years or More",261
"Male","75–79 Years","Rangitata","South Island general electorates","30 Years or More",183
"Female","75–79 Years","Rangitata","South Island general electorates","30 Years or More",240
"Male","80–84 Years","Rangitata","South Island general electorates","30 Years or More",189
"Female","80–84 Years","Rangitata","South Island general electorates","30 Years or More",186
"Male","85 Years And Over","Rangitata","South Island general electorates","30 Years or More",99
"Female","85 Years And Over","Rangitata","South Island general electorates","30 Years or More",192
"Male","0–4 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Selwyn","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Selwyn","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Selwyn","South Island general electorates","30 Years or More",12
"Female","30–34 Years","Selwyn","South Island general electorates","30 Years or More",6
"Male","35–39 Years","Selwyn","South Island general electorates","30 Years or More",18
"Female","35–39 Years","Selwyn","South Island general electorates","30 Years or More",6
"Male","40–44 Years","Selwyn","South Island general electorates","30 Years or More",27
"Female","40–44 Years","Selwyn","South Island general electorates","30 Years or More",6
"Male","45–49 Years","Selwyn","South Island general electorates","30 Years or More",39
"Female","45–49 Years","Selwyn","South Island general electorates","30 Years or More",9
"Male","50–54 Years","Selwyn","South Island general electorates","30 Years or More",69
"Female","50–54 Years","Selwyn","South Island general electorates","30 Years or More",39
"Male","55–59 Years","Selwyn","South Island general electorates","30 Years or More",120
"Female","55–59 Years","Selwyn","South Island general electorates","30 Years or More",126
"Male","60–64 Years","Selwyn","South Island general electorates","30 Years or More",195
"Female","60–64 Years","Selwyn","South Island general electorates","30 Years or More",207
"Male","65–69 Years","Selwyn","South Island general electorates","30 Years or More",201
"Female","65–69 Years","Selwyn","South Island general electorates","30 Years or More",171
"Male","70–74 Years","Selwyn","South Island general electorates","30 Years or More",171
"Female","70–74 Years","Selwyn","South Island general electorates","30 Years or More",150
"Male","75–79 Years","Selwyn","South Island general electorates","30 Years or More",111
"Female","75–79 Years","Selwyn","South Island general electorates","30 Years or More",111
"Male","80–84 Years","Selwyn","South Island general electorates","30 Years or More",87
"Female","80–84 Years","Selwyn","South Island general electorates","30 Years or More",78
"Male","85 Years And Over","Selwyn","South Island general electorates","30 Years or More",60
"Female","85 Years And Over","Selwyn","South Island general electorates","30 Years or More",63
"Male","0–4 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Waimakariri","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Waimakariri","South Island general electorates","30 Years or More",12
"Female","30–34 Years","Waimakariri","South Island general electorates","30 Years or More",9
"Male","35–39 Years","Waimakariri","South Island general electorates","30 Years or More",12
"Female","35–39 Years","Waimakariri","South Island general electorates","30 Years or More",15
"Male","40–44 Years","Waimakariri","South Island general electorates","30 Years or More",18
"Female","40–44 Years","Waimakariri","South Island general electorates","30 Years or More",9
"Male","45–49 Years","Waimakariri","South Island general electorates","30 Years or More",18
"Female","45–49 Years","Waimakariri","South Island general electorates","30 Years or More",12
"Male","50–54 Years","Waimakariri","South Island general electorates","30 Years or More",39
"Female","50–54 Years","Waimakariri","South Island general electorates","30 Years or More",48
"Male","55–59 Years","Waimakariri","South Island general electorates","30 Years or More",84
"Female","55–59 Years","Waimakariri","South Island general electorates","30 Years or More",102
"Male","60–64 Years","Waimakariri","South Island general electorates","30 Years or More",132
"Female","60–64 Years","Waimakariri","South Island general electorates","30 Years or More",174
"Male","65–69 Years","Waimakariri","South Island general electorates","30 Years or More",180
"Female","65–69 Years","Waimakariri","South Island general electorates","30 Years or More",168
"Male","70–74 Years","Waimakariri","South Island general electorates","30 Years or More",174
"Female","70–74 Years","Waimakariri","South Island general electorates","30 Years or More",162
"Male","75–79 Years","Waimakariri","South Island general electorates","30 Years or More",144
"Female","75–79 Years","Waimakariri","South Island general electorates","30 Years or More",123
"Male","80–84 Years","Waimakariri","South Island general electorates","30 Years or More",72
"Female","80–84 Years","Waimakariri","South Island general electorates","30 Years or More",90
"Male","85 Years And Over","Waimakariri","South Island general electorates","30 Years or More",48
"Female","85 Years And Over","Waimakariri","South Island general electorates","30 Years or More",78
"Male","0–4 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Waitaki","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Waitaki","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Waitaki","South Island general electorates","30 Years or More",12
"Female","30–34 Years","Waitaki","South Island general electorates","30 Years or More",6
"Male","35–39 Years","Waitaki","South Island general electorates","30 Years or More",21
"Female","35–39 Years","Waitaki","South Island general electorates","30 Years or More",6
"Male","40–44 Years","Waitaki","South Island general electorates","30 Years or More",33
"Female","40–44 Years","Waitaki","South Island general electorates","30 Years or More",6
"Male","45–49 Years","Waitaki","South Island general electorates","30 Years or More",60
"Female","45–49 Years","Waitaki","South Island general electorates","30 Years or More",12
"Male","50–54 Years","Waitaki","South Island general electorates","30 Years or More",105
"Female","50–54 Years","Waitaki","South Island general electorates","30 Years or More",93
"Male","55–59 Years","Waitaki","South Island general electorates","30 Years or More",210
"Female","55–59 Years","Waitaki","South Island general electorates","30 Years or More",201
"Male","60–64 Years","Waitaki","South Island general electorates","30 Years or More",318
"Female","60–64 Years","Waitaki","South Island general electorates","30 Years or More",336
"Male","65–69 Years","Waitaki","South Island general electorates","30 Years or More",318
"Female","65–69 Years","Waitaki","South Island general electorates","30 Years or More",345
"Male","70–74 Years","Waitaki","South Island general electorates","30 Years or More",276
"Female","70–74 Years","Waitaki","South Island general electorates","30 Years or More",273
"Male","75–79 Years","Waitaki","South Island general electorates","30 Years or More",207
"Female","75–79 Years","Waitaki","South Island general electorates","30 Years or More",210
"Male","80–84 Years","Waitaki","South Island general electorates","30 Years or More",138
"Female","80–84 Years","Waitaki","South Island general electorates","30 Years or More",198
"Male","85 Years And Over","Waitaki","South Island general electorates","30 Years or More",117
"Female","85 Years And Over","Waitaki","South Island general electorates","30 Years or More",159
"Male","0–4 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","0–4 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","5–9 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","5–9 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","10–14 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","10–14 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","15–19 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","15–19 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","20–24 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","20–24 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","25–29 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Female","25–29 Years","West Coast-Tasman","South Island general electorates","30 Years or More",0
"Male","30–34 Years","West Coast-Tasman","South Island general electorates","30 Years or More",24
"Female","30–34 Years","West Coast-Tasman","South Island general electorates","30 Years or More",9
"Male","35–39 Years","West Coast-Tasman","South Island general electorates","30 Years or More",12
"Female","35–39 Years","West Coast-Tasman","South Island general electorates","30 Years or More",3
"Male","40–44 Years","West Coast-Tasman","South Island general electorates","30 Years or More",33
"Female","40–44 Years","West Coast-Tasman","South Island general electorates","30 Years or More",12
"Male","45–49 Years","West Coast-Tasman","South Island general electorates","30 Years or More",45
"Female","45–49 Years","West Coast-Tasman","South Island general electorates","30 Years or More",21
"Male","50–54 Years","West Coast-Tasman","South Island general electorates","30 Years or More",105
"Female","50–54 Years","West Coast-Tasman","South Island general electorates","30 Years or More",108
"Male","55–59 Years","West Coast-Tasman","South Island general electorates","30 Years or More",261
"Female","55–59 Years","West Coast-Tasman","South Island general electorates","30 Years or More",252
"Male","60–64 Years","West Coast-Tasman","South Island general electorates","30 Years or More",351
"Female","60–64 Years","West Coast-Tasman","South Island general electorates","30 Years or More",339
"Male","65–69 Years","West Coast-Tasman","South Island general electorates","30 Years or More",381
"Female","65–69 Years","West Coast-Tasman","South Island general electorates","30 Years or More",357
"Male","70–74 Years","West Coast-Tasman","South Island general electorates","30 Years or More",327
"Female","70–74 Years","West Coast-Tasman","South Island general electorates","30 Years or More",294
"Male","75–79 Years","West Coast-Tasman","South Island general electorates","30 Years or More",231
"Female","75–79 Years","West Coast-Tasman","South Island general electorates","30 Years or More",225
"Male","80–84 Years","West Coast-Tasman","South Island general electorates","30 Years or More",174
"Female","80–84 Years","West Coast-Tasman","South Island general electorates","30 Years or More",162
"Male","85 Years And Over","West Coast-Tasman","South Island general electorates","30 Years or More",108
"Female","85 Years And Over","West Coast-Tasman","South Island general electorates","30 Years or More",144
"Male","0–4 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","0–4 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","5–9 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","5–9 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","10–14 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","10–14 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","15–19 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","15–19 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","20–24 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","20–24 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","25–29 Years","Wigram","South Island general electorates","30 Years or More",0
"Female","25–29 Years","Wigram","South Island general electorates","30 Years or More",0
"Male","30–34 Years","Wigram","South Island general electorates","30 Years or More",24
"Female","30–34 Years","Wigram","South Island general electorates","30 Years or More",18
"Male","35–39 Years","Wigram","South Island general electorates","30 Years or More",21
"Female","35–39 Years","Wigram","South Island general electorates","30 Years or More",15
"Male","40–44 Years","Wigram","South Island general electorates","30 Years or More",30
"Female","40–44 Years","Wigram","South Island general electorates","30 Years or More",12
"Male","45–49 Years","Wigram","South Island general electorates","30 Years or More",27
"Female","45–49 Years","Wigram","South Island general electorates","30 Years or More",15
"Male","50–54 Years","Wigram","South Island general electorates","30 Years or More",42
"Female","50–54 Years","Wigram","South Island general electorates","30 Years or More",39
"Male","55–59 Years","Wigram","South Island general electorates","30 Years or More",102
"Female","55–59 Years","Wigram","South Island general electorates","30 Years or More",135
"Male","60–64 Years","Wigram","South Island general electorates","30 Years or More",138
"Female","60–64 Years","Wigram","South Island general electorates","30 Years or More",201
"Male","65–69 Years","Wigram","South Island general electorates","30 Years or More",231
"Female","65–69 Years","Wigram","South Island general electorates","30 Years or More",273
"Male","70–74 Years","Wigram","South Island general electorates","30 Years or More",189
"Female","70–74 Years","Wigram","South Island general electorates","30 Years or More",222
"Male","75–79 Years","Wigram","South Island general electorates","30 Years or More",165
"Female","75–79 Years","Wigram","South Island general electorates","30 Years or More",174
"Male","80–84 Years","Wigram","South Island general electorates","30 Years or More",126
"Female","80–84 Years","Wigram","South Island general electorates","30 Years or More",153
"Male","85 Years And Over","Wigram","South Island general electorates","30 Years or More",108
"Female","85 Years And Over","Wigram","South Island general electorates","30 Years or More",117
"Male","0–4 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","0–4 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","5–9 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","5–9 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","10–14 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","10–14 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","15–19 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","15–19 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","20–24 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","20–24 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","25–29 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","25–29 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","30–34 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","30–34 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","35–39 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","35–39 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","40–44 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","40–44 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","45–49 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","45–49 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","50–54 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","50–54 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","55–59 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","55–59 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","60–64 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","60–64 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","65–69 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","65–69 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","70–74 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","70–74 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","75–79 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","75–79 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","80–84 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","80–84 Years","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","85 Years And Over","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Female","85 Years And Over","Area Outside General Electorate","South Island general electorates","30 Years or More",NA
"Male","0–4 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",93
"Female","0–4 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",93
"Male","5–9 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",66
"Female","5–9 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",75
"Male","10–14 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",69
"Female","10–14 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",72
"Male","15–19 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",186
"Female","15–19 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",228
"Male","20–24 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",474
"Female","20–24 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",492
"Male","25–29 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",471
"Female","25–29 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",444
"Male","30–34 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",276
"Female","30–34 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",297
"Male","35–39 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",156
"Female","35–39 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",159
"Male","40–44 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",165
"Female","40–44 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",129
"Male","45–49 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",135
"Female","45–49 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",135
"Male","50–54 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",135
"Female","50–54 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",135
"Male","55–59 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",114
"Female","55–59 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",108
"Male","60–64 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",102
"Female","60–64 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",105
"Male","65–69 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",72
"Female","65–69 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",81
"Male","70–74 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",39
"Female","70–74 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",48
"Male","75–79 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",30
"Female","75–79 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",30
"Male","80–84 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",24
"Female","80–84 Years","Auckland Central","North Island general electorates","Not elsewhere included(2)",21
"Male","85 Years And Over","Auckland Central","North Island general electorates","Not elsewhere included(2)",12
"Female","85 Years And Over","Auckland Central","North Island general electorates","Not elsewhere included(2)",24
"Male","0–4 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",135
"Female","0–4 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",129
"Male","5–9 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",132
"Female","5–9 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",123
"Male","10–14 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",126
"Female","10–14 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",147
"Male","15–19 Years","Bay of Plenty","North Island general electorates","Not elsewhere included(2)",123
