"level0","level1","level2","Ethnic group (grouped total responses)(1)","count"
"Female","10–14 Years","Waiariki","New Zealander",36
"Male","15–19 Years","Waiariki","New Zealander",18
"Female","15–19 Years","Waiariki","New Zealander",24
"Male","20–24 Years","Waiariki","New Zealander",12
"Female","20–24 Years","Waiariki","New Zealander",12
"Male","25–29 Years","Waiariki","New Zealander",24
"Female","25–29 Years","Waiariki","New Zealander",12
"Male","30–34 Years","Waiariki","New Zealander",24
"Female","30–34 Years","Waiariki","New Zealander",27
"Male","35–39 Years","Waiariki","New Zealander",30
"Female","35–39 Years","Waiariki","New Zealander",27
"Male","40–44 Years","Waiariki","New Zealander",51
"Female","40–44 Years","Waiariki","New Zealander",24
"Male","45–49 Years","Waiariki","New Zealander",39
"Female","45–49 Years","Waiariki","New Zealander",30
"Male","50–54 Years","Waiariki","New Zealander",36
"Female","50–54 Years","Waiariki","New Zealander",24
"Male","55–59 Years","Waiariki","New Zealander",27
"Female","55–59 Years","Waiariki","New Zealander",30
"Male","60–64 Years","Waiariki","New Zealander",18
"Female","60–64 Years","Waiariki","New Zealander",9
"Male","65–69 Years","Waiariki","New Zealander",15
"Female","65–69 Years","Waiariki","New Zealander",12
"Male","70–74 Years","Waiariki","New Zealander",15
"Female","70–74 Years","Waiariki","New Zealander",9
"Male","75–79 Years","Waiariki","New Zealander",6
"Female","75–79 Years","Waiariki","New Zealander",3
"Male","80–84 Years","Waiariki","New Zealander",3
"Female","80–84 Years","Waiariki","New Zealander",6
"Male","85 Years And Over","Waiariki","New Zealander",0
"Female","85 Years And Over","Waiariki","New Zealander",3
"Male","18 Years And Over","Waiariki","New Zealander",303
"Female","18 Years And Over","Waiariki","New Zealander",234
"Male","0–4 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","0–4 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","5–9 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","5–9 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","10–14 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","10–14 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","15–19 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","15–19 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","20–24 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","20–24 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","25–29 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","25–29 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","30–34 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","30–34 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","35–39 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","35–39 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","40–44 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","40–44 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","45–49 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","45–49 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","50–54 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","50–54 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","55–59 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","55–59 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","60–64 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","60–64 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","65–69 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","65–69 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","70–74 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","70–74 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","75–79 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","75–79 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","80–84 Years","Area Outside Māori Electorate","New Zealander",NA
"Female","80–84 Years","Area Outside Māori Electorate","New Zealander",NA
"Male","85 Years And Over","Area Outside Māori Electorate","New Zealander",NA
"Female","85 Years And Over","Area Outside Māori Electorate","New Zealander",NA
"Male","18 Years And Over","Area Outside Māori Electorate","New Zealander",NA
"Female","18 Years And Over","Area Outside Māori Electorate","New Zealander",NA
"Male","0–4 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","0–4 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","5–9 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Female","5–9 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","10–14 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","10–14 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","15–19 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","15–19 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","20–24 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","20–24 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","25–29 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","25–29 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","30–34 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","30–34 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","35–39 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","35–39 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","40–44 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","40–44 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","45–49 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","45–49 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","50–54 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","50–54 Years","Hauraki-Waikato","Other Ethnicity nec",3
"Male","55–59 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","55–59 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","60–64 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","60–64 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","65–69 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","65–69 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","70–74 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","70–74 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","75–79 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","75–79 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","80–84 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Female","80–84 Years","Hauraki-Waikato","Other Ethnicity nec",0
"Male","85 Years And Over","Hauraki-Waikato","Other Ethnicity nec",0
"Female","85 Years And Over","Hauraki-Waikato","Other Ethnicity nec",0
"Male","18 Years And Over","Hauraki-Waikato","Other Ethnicity nec",6
"Female","18 Years And Over","Hauraki-Waikato","Other Ethnicity nec",12
"Male","0–4 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","0–4 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","5–9 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","5–9 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Male","10–14 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","10–14 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",6
"Male","15–19 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","15–19 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","20–24 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","20–24 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","25–29 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","25–29 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","30–34 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","30–34 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","35–39 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","35–39 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","40–44 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","40–44 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","45–49 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","45–49 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","50–54 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","50–54 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","55–59 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","55–59 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","60–64 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Female","60–64 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","65–69 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","65–69 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","70–74 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","70–74 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","75–79 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","75–79 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","80–84 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","80–84 Years","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","Other Ethnicity nec",0
"Male","18 Years And Over","Ikaroa-Rāwhiti","Other Ethnicity nec",6
"Female","18 Years And Over","Ikaroa-Rāwhiti","Other Ethnicity nec",3
"Male","0–4 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Female","0–4 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Male","5–9 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Female","5–9 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","10–14 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","10–14 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Male","15–19 Years","Tāmaki Makaurau","Other Ethnicity nec",6
"Female","15–19 Years","Tāmaki Makaurau","Other Ethnicity nec",6
"Male","20–24 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Female","20–24 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","25–29 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","25–29 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","30–34 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","30–34 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Male","35–39 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Female","35–39 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","40–44 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Female","40–44 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","45–49 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","45–49 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Male","50–54 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","50–54 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","55–59 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","55–59 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","60–64 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","60–64 Years","Tāmaki Makaurau","Other Ethnicity nec",3
"Male","65–69 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","65–69 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","70–74 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","70–74 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","75–79 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","75–79 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","80–84 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","80–84 Years","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","85 Years And Over","Tāmaki Makaurau","Other Ethnicity nec",0
"Female","85 Years And Over","Tāmaki Makaurau","Other Ethnicity nec",0
"Male","18 Years And Over","Tāmaki Makaurau","Other Ethnicity nec",12
"Female","18 Years And Over","Tāmaki Makaurau","Other Ethnicity nec",15
"Male","0–4 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","0–4 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","5–9 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Female","5–9 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","10–14 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Female","10–14 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","15–19 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","15–19 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","20–24 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Female","20–24 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","25–29 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","25–29 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","30–34 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","30–34 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","35–39 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","35–39 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","40–44 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Female","40–44 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","45–49 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","45–49 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","50–54 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","50–54 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","55–59 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","55–59 Years","Te Tai Hauāuru","Other Ethnicity nec",3
"Male","60–64 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","60–64 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","65–69 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","65–69 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","70–74 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","70–74 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","75–79 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","75–79 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","80–84 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","80–84 Years","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","85 Years And Over","Te Tai Hauāuru","Other Ethnicity nec",0
"Female","85 Years And Over","Te Tai Hauāuru","Other Ethnicity nec",0
"Male","18 Years And Over","Te Tai Hauāuru","Other Ethnicity nec",6
"Female","18 Years And Over","Te Tai Hauāuru","Other Ethnicity nec",15
"Male","0–4 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Female","0–4 Years","Te Tai Tokerau","Other Ethnicity nec",6
"Male","5–9 Years","Te Tai Tokerau","Other Ethnicity nec",9
"Female","5–9 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Male","10–14 Years","Te Tai Tokerau","Other Ethnicity nec",9
"Female","10–14 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Male","15–19 Years","Te Tai Tokerau","Other Ethnicity nec",6
"Female","15–19 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Male","20–24 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","20–24 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Male","25–29 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","25–29 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","30–34 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","30–34 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Male","35–39 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","35–39 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","40–44 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","40–44 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","45–49 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Female","45–49 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","50–54 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","50–54 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","55–59 Years","Te Tai Tokerau","Other Ethnicity nec",3
"Female","55–59 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","60–64 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","60–64 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","65–69 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","65–69 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","70–74 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","70–74 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","75–79 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","75–79 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","80–84 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Female","80–84 Years","Te Tai Tokerau","Other Ethnicity nec",0
"Male","85 Years And Over","Te Tai Tokerau","Other Ethnicity nec",0
"Female","85 Years And Over","Te Tai Tokerau","Other Ethnicity nec",0
"Male","18 Years And Over","Te Tai Tokerau","Other Ethnicity nec",12
"Female","18 Years And Over","Te Tai Tokerau","Other Ethnicity nec",15
"Male","0–4 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","0–4 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","5–9 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","5–9 Years","Te Tai Tonga","Other Ethnicity nec",3
"Male","10–14 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","10–14 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","15–19 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","15–19 Years","Te Tai Tonga","Other Ethnicity nec",3
"Male","20–24 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","20–24 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","25–29 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","25–29 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","30–34 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","30–34 Years","Te Tai Tonga","Other Ethnicity nec",3
"Male","35–39 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","35–39 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","40–44 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","40–44 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","45–49 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","45–49 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","50–54 Years","Te Tai Tonga","Other Ethnicity nec",3
"Female","50–54 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","55–59 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","55–59 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","60–64 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","60–64 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","65–69 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","65–69 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","70–74 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","70–74 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","75–79 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","75–79 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","80–84 Years","Te Tai Tonga","Other Ethnicity nec",0
"Female","80–84 Years","Te Tai Tonga","Other Ethnicity nec",0
"Male","85 Years And Over","Te Tai Tonga","Other Ethnicity nec",0
"Female","85 Years And Over","Te Tai Tonga","Other Ethnicity nec",0
"Male","18 Years And Over","Te Tai Tonga","Other Ethnicity nec",9
"Female","18 Years And Over","Te Tai Tonga","Other Ethnicity nec",12
"Male","0–4 Years","Waiariki","Other Ethnicity nec",6
"Female","0–4 Years","Waiariki","Other Ethnicity nec",0
"Male","5–9 Years","Waiariki","Other Ethnicity nec",3
"Female","5–9 Years","Waiariki","Other Ethnicity nec",0
"Male","10–14 Years","Waiariki","Other Ethnicity nec",6
"Female","10–14 Years","Waiariki","Other Ethnicity nec",3
"Male","15–19 Years","Waiariki","Other Ethnicity nec",0
"Female","15–19 Years","Waiariki","Other Ethnicity nec",3
"Male","20–24 Years","Waiariki","Other Ethnicity nec",3
"Female","20–24 Years","Waiariki","Other Ethnicity nec",0
"Male","25–29 Years","Waiariki","Other Ethnicity nec",0
"Female","25–29 Years","Waiariki","Other Ethnicity nec",0
"Male","30–34 Years","Waiariki","Other Ethnicity nec",0
"Female","30–34 Years","Waiariki","Other Ethnicity nec",3
"Male","35–39 Years","Waiariki","Other Ethnicity nec",0
"Female","35–39 Years","Waiariki","Other Ethnicity nec",3
"Male","40–44 Years","Waiariki","Other Ethnicity nec",0
"Female","40–44 Years","Waiariki","Other Ethnicity nec",0
"Male","45–49 Years","Waiariki","Other Ethnicity nec",3
"Female","45–49 Years","Waiariki","Other Ethnicity nec",0
"Male","50–54 Years","Waiariki","Other Ethnicity nec",0
"Female","50–54 Years","Waiariki","Other Ethnicity nec",0
"Male","55–59 Years","Waiariki","Other Ethnicity nec",0
"Female","55–59 Years","Waiariki","Other Ethnicity nec",0
"Male","60–64 Years","Waiariki","Other Ethnicity nec",0
"Female","60–64 Years","Waiariki","Other Ethnicity nec",0
"Male","65–69 Years","Waiariki","Other Ethnicity nec",0
"Female","65–69 Years","Waiariki","Other Ethnicity nec",3
"Male","70–74 Years","Waiariki","Other Ethnicity nec",0
"Female","70–74 Years","Waiariki","Other Ethnicity nec",0
"Male","75–79 Years","Waiariki","Other Ethnicity nec",0
"Female","75–79 Years","Waiariki","Other Ethnicity nec",0
"Male","80–84 Years","Waiariki","Other Ethnicity nec",0
"Female","80–84 Years","Waiariki","Other Ethnicity nec",0
"Male","85 Years And Over","Waiariki","Other Ethnicity nec",0
"Female","85 Years And Over","Waiariki","Other Ethnicity nec",0
"Male","18 Years And Over","Waiariki","Other Ethnicity nec",6
"Female","18 Years And Over","Waiariki","Other Ethnicity nec",9
"Male","0–4 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","0–4 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","5–9 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","5–9 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","10–14 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","10–14 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","15–19 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","15–19 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","20–24 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","20–24 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","25–29 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","25–29 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","30–34 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","30–34 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","35–39 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","35–39 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","40–44 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","40–44 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","45–49 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","45–49 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","50–54 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","50–54 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","55–59 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","55–59 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","60–64 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","60–64 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","65–69 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","65–69 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","70–74 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","70–74 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","75–79 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","75–79 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","80–84 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","80–84 Years","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","18 Years And Over","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Female","18 Years And Over","Area Outside Māori Electorate","Other Ethnicity nec",NA
"Male","0–4 Years","Hauraki-Waikato","Not Elsewhere Included(4)",18
"Female","0–4 Years","Hauraki-Waikato","Not Elsewhere Included(4)",21
"Male","5–9 Years","Hauraki-Waikato","Not Elsewhere Included(4)",15
"Female","5–9 Years","Hauraki-Waikato","Not Elsewhere Included(4)",15
"Male","10–14 Years","Hauraki-Waikato","Not Elsewhere Included(4)",15
"Female","10–14 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Male","15–19 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Female","15–19 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Male","20–24 Years","Hauraki-Waikato","Not Elsewhere Included(4)",18
"Female","20–24 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
"Male","25–29 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Female","25–29 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Male","30–34 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Female","30–34 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
"Male","35–39 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
"Female","35–39 Years","Hauraki-Waikato","Not Elsewhere Included(4)",0
"Male","40–44 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Female","40–44 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Male","45–49 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Female","45–49 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Male","50–54 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Female","50–54 Years","Hauraki-Waikato","Not Elsewhere Included(4)",12
"Male","55–59 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Female","55–59 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
"Male","60–64 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
"Female","60–64 Years","Hauraki-Waikato","Not Elsewhere Included(4)",3
"Male","65–69 Years","Hauraki-Waikato","Not Elsewhere Included(4)",6
"Female","65–69 Years","Hauraki-Waikato","Not Elsewhere Included(4)",9
