"level0","level1","level2","Languages spoken(1) (total responses)(2)","count"
"Female","50–54 Years","Te Tai Tokerau","Other",18
"Male","55–59 Years","Te Tai Tokerau","Other",18
"Female","55–59 Years","Te Tai Tokerau","Other",27
"Male","60–64 Years","Te Tai Tokerau","Other",15
"Female","60–64 Years","Te Tai Tokerau","Other",15
"Male","65–69 Years","Te Tai Tokerau","Other",15
"Female","65–69 Years","Te Tai Tokerau","Other",9
"Male","70–74 Years","Te Tai Tokerau","Other",12
"Female","70–74 Years","Te Tai Tokerau","Other",6
"Male","75–79 Years","Te Tai Tokerau","Other",3
"Female","75–79 Years","Te Tai Tokerau","Other",3
"Male","80–84 Years","Te Tai Tokerau","Other",3
"Female","80–84 Years","Te Tai Tokerau","Other",0
"Male","85 Years And Over","Te Tai Tokerau","Other",0
"Female","85 Years And Over","Te Tai Tokerau","Other",0
"Male","0–4 Years","Te Tai Tonga","Other",30
"Female","0–4 Years","Te Tai Tonga","Other",24
"Male","5–9 Years","Te Tai Tonga","Other",30
"Female","5–9 Years","Te Tai Tonga","Other",27
"Male","10–14 Years","Te Tai Tonga","Other",36
"Female","10–14 Years","Te Tai Tonga","Other",33
"Male","15–19 Years","Te Tai Tonga","Other",54
"Female","15–19 Years","Te Tai Tonga","Other",66
"Male","20–24 Years","Te Tai Tonga","Other",69
"Female","20–24 Years","Te Tai Tonga","Other",75
"Male","25–29 Years","Te Tai Tonga","Other",69
"Female","25–29 Years","Te Tai Tonga","Other",39
"Male","30–34 Years","Te Tai Tonga","Other",45
"Female","30–34 Years","Te Tai Tonga","Other",39
"Male","35–39 Years","Te Tai Tonga","Other",54
"Female","35–39 Years","Te Tai Tonga","Other",60
"Male","40–44 Years","Te Tai Tonga","Other",51
"Female","40–44 Years","Te Tai Tonga","Other",36
"Male","45–49 Years","Te Tai Tonga","Other",48
"Female","45–49 Years","Te Tai Tonga","Other",42
"Male","50–54 Years","Te Tai Tonga","Other",27
"Female","50–54 Years","Te Tai Tonga","Other",18
"Male","55–59 Years","Te Tai Tonga","Other",15
"Female","55–59 Years","Te Tai Tonga","Other",27
"Male","60–64 Years","Te Tai Tonga","Other",15
"Female","60–64 Years","Te Tai Tonga","Other",12
"Male","65–69 Years","Te Tai Tonga","Other",3
"Female","65–69 Years","Te Tai Tonga","Other",6
"Male","70–74 Years","Te Tai Tonga","Other",9
"Female","70–74 Years","Te Tai Tonga","Other",3
"Male","75–79 Years","Te Tai Tonga","Other",6
"Female","75–79 Years","Te Tai Tonga","Other",6
"Male","80–84 Years","Te Tai Tonga","Other",3
"Female","80–84 Years","Te Tai Tonga","Other",0
"Male","85 Years And Over","Te Tai Tonga","Other",3
"Female","85 Years And Over","Te Tai Tonga","Other",0
"Male","0–4 Years","Waiariki","Other",6
"Female","0–4 Years","Waiariki","Other",21
"Male","5–9 Years","Waiariki","Other",18
"Female","5–9 Years","Waiariki","Other",18
"Male","10–14 Years","Waiariki","Other",24
"Female","10–14 Years","Waiariki","Other",27
"Male","15–19 Years","Waiariki","Other",27
"Female","15–19 Years","Waiariki","Other",27
"Male","20–24 Years","Waiariki","Other",18
"Female","20–24 Years","Waiariki","Other",18
"Male","25–29 Years","Waiariki","Other",21
"Female","25–29 Years","Waiariki","Other",15
"Male","30–34 Years","Waiariki","Other",15
"Female","30–34 Years","Waiariki","Other",12
"Male","35–39 Years","Waiariki","Other",21
"Female","35–39 Years","Waiariki","Other",15
"Male","40–44 Years","Waiariki","Other",27
"Female","40–44 Years","Waiariki","Other",12
"Male","45–49 Years","Waiariki","Other",21
"Female","45–49 Years","Waiariki","Other",18
"Male","50–54 Years","Waiariki","Other",9
"Female","50–54 Years","Waiariki","Other",12
"Male","55–59 Years","Waiariki","Other",9
"Female","55–59 Years","Waiariki","Other",6
"Male","60–64 Years","Waiariki","Other",6
"Female","60–64 Years","Waiariki","Other",6
"Male","65–69 Years","Waiariki","Other",6
"Female","65–69 Years","Waiariki","Other",6
"Male","70–74 Years","Waiariki","Other",6
"Female","70–74 Years","Waiariki","Other",3
"Male","75–79 Years","Waiariki","Other",3
"Female","75–79 Years","Waiariki","Other",0
"Male","80–84 Years","Waiariki","Other",0
"Female","80–84 Years","Waiariki","Other",0
"Male","85 Years And Over","Waiariki","Other",3
"Female","85 Years And Over","Waiariki","Other",0
"Male","0–4 Years","Area Outside Māori Electorate","Other",NA
"Female","0–4 Years","Area Outside Māori Electorate","Other",NA
"Male","5–9 Years","Area Outside Māori Electorate","Other",NA
"Female","5–9 Years","Area Outside Māori Electorate","Other",NA
"Male","10–14 Years","Area Outside Māori Electorate","Other",NA
"Female","10–14 Years","Area Outside Māori Electorate","Other",NA
"Male","15–19 Years","Area Outside Māori Electorate","Other",NA
"Female","15–19 Years","Area Outside Māori Electorate","Other",NA
"Male","20–24 Years","Area Outside Māori Electorate","Other",NA
"Female","20–24 Years","Area Outside Māori Electorate","Other",NA
"Male","25–29 Years","Area Outside Māori Electorate","Other",NA
"Female","25–29 Years","Area Outside Māori Electorate","Other",NA
"Male","30–34 Years","Area Outside Māori Electorate","Other",NA
"Female","30–34 Years","Area Outside Māori Electorate","Other",NA
"Male","35–39 Years","Area Outside Māori Electorate","Other",NA
"Female","35–39 Years","Area Outside Māori Electorate","Other",NA
"Male","40–44 Years","Area Outside Māori Electorate","Other",NA
"Female","40–44 Years","Area Outside Māori Electorate","Other",NA
"Male","45–49 Years","Area Outside Māori Electorate","Other",NA
"Female","45–49 Years","Area Outside Māori Electorate","Other",NA
"Male","50–54 Years","Area Outside Māori Electorate","Other",NA
"Female","50–54 Years","Area Outside Māori Electorate","Other",NA
"Male","55–59 Years","Area Outside Māori Electorate","Other",NA
"Female","55–59 Years","Area Outside Māori Electorate","Other",NA
"Male","60–64 Years","Area Outside Māori Electorate","Other",NA
"Female","60–64 Years","Area Outside Māori Electorate","Other",NA
"Male","65–69 Years","Area Outside Māori Electorate","Other",NA
"Female","65–69 Years","Area Outside Māori Electorate","Other",NA
"Male","70–74 Years","Area Outside Māori Electorate","Other",NA
"Female","70–74 Years","Area Outside Māori Electorate","Other",NA
"Male","75–79 Years","Area Outside Māori Electorate","Other",NA
"Female","75–79 Years","Area Outside Māori Electorate","Other",NA
"Male","80–84 Years","Area Outside Māori Electorate","Other",NA
"Female","80–84 Years","Area Outside Māori Electorate","Other",NA
"Male","85 Years And Over","Area Outside Māori Electorate","Other",NA
"Female","85 Years And Over","Area Outside Māori Electorate","Other",NA
"Male","0–4 Years","Hauraki-Waikato","None (eg too young to talk)(6)",1104
"Female","0–4 Years","Hauraki-Waikato","None (eg too young to talk)(6)",963
"Male","5–9 Years","Hauraki-Waikato","None (eg too young to talk)(6)",15
"Female","5–9 Years","Hauraki-Waikato","None (eg too young to talk)(6)",6
"Male","10–14 Years","Hauraki-Waikato","None (eg too young to talk)(6)",9
"Female","10–14 Years","Hauraki-Waikato","None (eg too young to talk)(6)",6
"Male","15–19 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","15–19 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Male","20–24 Years","Hauraki-Waikato","None (eg too young to talk)(6)",9
"Female","20–24 Years","Hauraki-Waikato","None (eg too young to talk)(6)",6
"Male","25–29 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","25–29 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","30–34 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","30–34 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Male","35–39 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","35–39 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Male","40–44 Years","Hauraki-Waikato","None (eg too young to talk)(6)",6
"Female","40–44 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","45–49 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","45–49 Years","Hauraki-Waikato","None (eg too young to talk)(6)",6
"Male","50–54 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","50–54 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","55–59 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","55–59 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Male","60–64 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","60–64 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","65–69 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Female","65–69 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","70–74 Years","Hauraki-Waikato","None (eg too young to talk)(6)",3
"Female","70–74 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","75–79 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Female","75–79 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","80–84 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Female","80–84 Years","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Hauraki-Waikato","None (eg too young to talk)(6)",0
"Male","0–4 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",888
"Female","0–4 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",786
"Male","5–9 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",15
"Female","5–9 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",6
"Male","10–14 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",9
"Female","10–14 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","15–19 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","15–19 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","20–24 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",9
"Female","20–24 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","25–29 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",6
"Female","25–29 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","30–34 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Female","30–34 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","35–39 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","35–39 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","40–44 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",6
"Female","40–44 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","45–49 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","45–49 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","50–54 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Female","50–54 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",6
"Male","55–59 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Female","55–59 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","60–64 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Female","60–64 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","65–69 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",6
"Female","65–69 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","70–74 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","70–74 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","75–79 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Female","75–79 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","80–84 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","80–84 Years","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","None (eg too young to talk)(6)",0
"Male","0–4 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",990
"Female","0–4 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",900
"Male","5–9 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",12
"Female","5–9 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Male","10–14 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Female","10–14 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Male","15–19 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Female","15–19 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Male","20–24 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Female","20–24 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","25–29 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","25–29 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","30–34 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Female","30–34 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","35–39 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Female","35–39 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","40–44 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","40–44 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","45–49 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Female","45–49 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","50–54 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Female","50–54 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","55–59 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Female","55–59 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",6
"Male","60–64 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","60–64 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","65–69 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","65–69 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","70–74 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","70–74 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","75–79 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","75–79 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",3
"Male","80–84 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","80–84 Years","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Tāmaki Makaurau","None (eg too young to talk)(6)",0
"Male","0–4 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",1083
"Female","0–4 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",1011
"Male","5–9 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",18
"Female","5–9 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","10–14 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","10–14 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",6
"Male","15–19 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",6
"Female","15–19 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","20–24 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",9
"Female","20–24 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","25–29 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","25–29 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","30–34 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","30–34 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","35–39 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","35–39 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","40–44 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",6
"Female","40–44 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","45–49 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","45–49 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","50–54 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","50–54 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","55–59 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","55–59 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",6
"Male","60–64 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","60–64 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","65–69 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","65–69 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Male","70–74 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",3
"Female","70–74 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","75–79 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","75–79 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","80–84 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","80–84 Years","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Te Tai Hauāuru","None (eg too young to talk)(6)",0
"Male","0–4 Years","Te Tai Tokerau","None (eg too young to talk)(6)",1026
"Female","0–4 Years","Te Tai Tokerau","None (eg too young to talk)(6)",960
"Male","5–9 Years","Te Tai Tokerau","None (eg too young to talk)(6)",6
"Female","5–9 Years","Te Tai Tokerau","None (eg too young to talk)(6)",9
"Male","10–14 Years","Te Tai Tokerau","None (eg too young to talk)(6)",6
"Female","10–14 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","15–19 Years","Te Tai Tokerau","None (eg too young to talk)(6)",9
"Female","15–19 Years","Te Tai Tokerau","None (eg too young to talk)(6)",6
"Male","20–24 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","20–24 Years","Te Tai Tokerau","None (eg too young to talk)(6)",6
"Male","25–29 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","25–29 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","30–34 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","30–34 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","35–39 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","35–39 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","40–44 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","40–44 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","45–49 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","45–49 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","50–54 Years","Te Tai Tokerau","None (eg too young to talk)(6)",6
"Female","50–54 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","55–59 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","55–59 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","60–64 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Female","60–64 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","65–69 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","65–69 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","70–74 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","70–74 Years","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","75–79 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","75–79 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","80–84 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","80–84 Years","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Te Tai Tokerau","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Te Tai Tokerau","None (eg too young to talk)(6)",3
"Male","0–4 Years","Te Tai Tonga","None (eg too young to talk)(6)",1476
"Female","0–4 Years","Te Tai Tonga","None (eg too young to talk)(6)",1242
"Male","5–9 Years","Te Tai Tonga","None (eg too young to talk)(6)",12
"Female","5–9 Years","Te Tai Tonga","None (eg too young to talk)(6)",9
"Male","10–14 Years","Te Tai Tonga","None (eg too young to talk)(6)",12
"Female","10–14 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Male","15–19 Years","Te Tai Tonga","None (eg too young to talk)(6)",9
"Female","15–19 Years","Te Tai Tonga","None (eg too young to talk)(6)",15
"Male","20–24 Years","Te Tai Tonga","None (eg too young to talk)(6)",12
"Female","20–24 Years","Te Tai Tonga","None (eg too young to talk)(6)",12
"Male","25–29 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Female","25–29 Years","Te Tai Tonga","None (eg too young to talk)(6)",9
"Male","30–34 Years","Te Tai Tonga","None (eg too young to talk)(6)",12
"Female","30–34 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Male","35–39 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Female","35–39 Years","Te Tai Tonga","None (eg too young to talk)(6)",9
"Male","40–44 Years","Te Tai Tonga","None (eg too young to talk)(6)",9
"Female","40–44 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Male","45–49 Years","Te Tai Tonga","None (eg too young to talk)(6)",0
"Female","45–49 Years","Te Tai Tonga","None (eg too young to talk)(6)",6
"Male","50–54 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Female","50–54 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Male","55–59 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Female","55–59 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Male","60–64 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Female","60–64 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Male","65–69 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Female","65–69 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Male","70–74 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Female","70–74 Years","Te Tai Tonga","None (eg too young to talk)(6)",0
"Male","75–79 Years","Te Tai Tonga","None (eg too young to talk)(6)",0
"Female","75–79 Years","Te Tai Tonga","None (eg too young to talk)(6)",3
"Male","80–84 Years","Te Tai Tonga","None (eg too young to talk)(6)",0
"Female","80–84 Years","Te Tai Tonga","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Te Tai Tonga","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Te Tai Tonga","None (eg too young to talk)(6)",0
"Male","0–4 Years","Waiariki","None (eg too young to talk)(6)",894
"Female","0–4 Years","Waiariki","None (eg too young to talk)(6)",705
"Male","5–9 Years","Waiariki","None (eg too young to talk)(6)",6
"Female","5–9 Years","Waiariki","None (eg too young to talk)(6)",9
"Male","10–14 Years","Waiariki","None (eg too young to talk)(6)",6
"Female","10–14 Years","Waiariki","None (eg too young to talk)(6)",6
"Male","15–19 Years","Waiariki","None (eg too young to talk)(6)",6
"Female","15–19 Years","Waiariki","None (eg too young to talk)(6)",6
"Male","20–24 Years","Waiariki","None (eg too young to talk)(6)",3
"Female","20–24 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","25–29 Years","Waiariki","None (eg too young to talk)(6)",3
"Female","25–29 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","30–34 Years","Waiariki","None (eg too young to talk)(6)",3
"Female","30–34 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","35–39 Years","Waiariki","None (eg too young to talk)(6)",6
"Female","35–39 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","40–44 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","40–44 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","45–49 Years","Waiariki","None (eg too young to talk)(6)",3
"Female","45–49 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","50–54 Years","Waiariki","None (eg too young to talk)(6)",3
"Female","50–54 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","55–59 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","55–59 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","60–64 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","60–64 Years","Waiariki","None (eg too young to talk)(6)",3
"Male","65–69 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","65–69 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","70–74 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","70–74 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","75–79 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","75–79 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","80–84 Years","Waiariki","None (eg too young to talk)(6)",0
"Female","80–84 Years","Waiariki","None (eg too young to talk)(6)",0
"Male","85 Years And Over","Waiariki","None (eg too young to talk)(6)",0
"Female","85 Years And Over","Waiariki","None (eg too young to talk)(6)",0
"Male","0–4 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","0–4 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","5–9 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","5–9 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","10–14 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","10–14 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","15–19 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","15–19 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","20–24 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","20–24 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","25–29 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","25–29 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","30–34 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","30–34 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","35–39 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","35–39 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","40–44 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","40–44 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","45–49 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","45–49 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","50–54 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","50–54 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","55–59 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","55–59 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","60–64 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","60–64 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","65–69 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","65–69 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
